word_family_id,canonical_headword,forms,derived_forms,compound_forms,categories,register,meaning_en_simple,related_words,opposites,raw_count_total,document_frequency_total,source_diversity,source_tables,confidence,needs_human_review
open,open,open;opened;opens,,,trade_crafting;travel_places,,not closed or blocked,accessible;available,closed,266,260,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
molten,molten,molten,,,elements_primalists,,"melted or changed from a solid to a liquid state, often in a way that is hot or fiery",melted;liquid;hot,solid;cold,264,211,4,ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,0.0,True
depend,depend,depending,,,trade_crafting,,relying on or being influenced by something else,relying;influenced;dependent,,263,263,2,ItemSparse;JournalEncounterSection,0.9,False
effect,effect,effects,,,magic_artifacts_runes,,the result or outcome of something,consequences;results;outcomes,causes;reasons;motivations,263,238,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
horribly,horribly,horribly,,,emotion_morality,,in a terrible or frightening way,terribly;frighteningly;appallingly,,263,263,2,ItemSparse;JournalEncounter,0.9,False
use,use,uses,,,trade_crafting,,the purpose or function of something,purposes;functions;applications,abuse;misuse;waste,261,253,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
caus,caus,caused;causing,,,corruption_defilement_curse;emotion_morality,,making something happen or exist,cause;effect;harm,preventing;stopping,260,253,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
did,did,did,,,war_conflict,,past tense of the verb 'do',action;deed;feat,failed;unsuccessful;ineffective,260,244,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.6,True
breath,breath,breath;breaths,,,corruption_defilement_curse;emotion_morality,,air inhaled and exhaled by living things,shadow;darkness,,257,236,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
creature,creature,creatures,,,corruption_defilement_curse,,"living beings, often with special powers or characteristics",beings;entities;organisms,,257,245,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
key,key,key;keys,,,light_holy;magic_artifacts_runes,,a small object used to unlock a door or mechanism,unlock;open;access,,256,249,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
lost,lost,lost,,,death_mourning,,not found or unable to be located,found;discovered,,256,254,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,0.1,True
apply,apply,applied;applies;apply,,,magic_artifacts_runes;trade_crafting,,to be relevant or applicable to a particular situation,relevant;applicable;situation,irrelevant;inapplicable,255,249,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
movement,movement,movement;movements,movement,,light_holy;travel_places,,the act of moving from one place to another,move;travel;journey,,255,247,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.6,True
shatter,shatter,shatter;shattered;shattering,,,corruption_defilement_curse;war_conflict,,having been broken or destroyed in some way,broken;destroyed;ruined,intact;whole,255,250,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.0,True
yet,yet,yet,,,emotion_morality,,used to indicate a contrast or surprise,however;nevertheless;still,already;formerly;previously,251,251,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
across,across,across,,,light_holy,,"from one side to the other, often in a horizontal direction",side;direction;orientation,,250,249,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
strength,strength,strength;strengths,,,family_relationships;light_holy,,the quality of being strong or powerful,power;force;might,,250,244,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
assault,assault,assault;assaulted;assaulting;assaults,,,war_conflict,,a sudden attack or violent act,attack;violence;aggression,defense;protection,249,241,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
feel,feel,feel;feels,,,emotion_morality,,to have a physical or emotional sensation,touch;sense;perceive,not feel;ignore,248,247,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.5,True
archaeology,archaeology,archaeology,,,ancient_ruins_memory,,the study of past human cultures through the recovery and analysis of material remains,study;past;human;cultures;remains,,244,244,1,ItemSparse,0.9,False
flame,flame,flames,,,corruption_defilement_curse,,a burning fire or a fiery passion,fire;passion;blaze,,244,215,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
defeate,defeate,defeated,,,corruption_defilement_curse,,having been defeated or overcome by an opponent,defeat;lose;overcome,,243,230,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
both,both,both,,,light_holy,,used to indicate that two or more things are being referred to,each;either;neither,,239,232,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
broken,broken,broken,,,corruption_defilement_curse,,having been damaged or destroyed,damage;destroy;ruin,,239,236,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
prevent,prevent,prevent;preventing;prevents,,,corruption_defilement_curse;law_oath_crime,,to stop something from happening or being done,stop;halt;block,allow;let happen,239,231,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
another,another,another,,,light_holy,,used to indicate that something is different from the one previously mentioned,different;separate;distinct,,237,227,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
time,time,times,,,corruption_defilement_curse,,"a period of time, often used to indicate frequency or duration",time;period;duration,,236,234,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
amount,amount,amount;amounts,,,corruption_defilement_curse;trade_crafting,,a large quantity of something,energy;power,,235,225,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
complet,complet,completed;completing,,,trade_crafting;war_conflict,,past tense of 'complete',finish;end;achieve,incomplete;unfinished;unfulfilled,235,232,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
darkness,darkness,darkness,darkness,,void_old_gods_cosmic_horror,,the state of being without light,shadow;breath,light,235,212,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
leather,leather,leather,,,trade_crafting,,"a tough, flexible material made from animal skin",material;skin;hide,,235,233,1,ItemSparse,1.0,False
set,set,set;sets,,,forge_weapons_armor;travel_places,,past tense of 'set',place;put;position,move;remove;change,234,223,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
fear,fear,fear;feared;fears,,,emotion_morality,,a feeling of anxiety or apprehension,dread;anxiety;apprehension,courage;bravery,233,221,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.3,True
smell,smell,smell;smells,,,nature_druid_emerald,,"has a strong, unpleasant odor or scent",stinks;reeks;reeks,smells good;fragrant;aromatic,232,231,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
suffer,suffer,suffer;suffered;suffering;suffers,,,corruption_defilement_curse;death_mourning;emotion_morality,,to experience pain or hardship,pain;hardship;misery,enjoy;thrill,231,218,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
friend,friend,friend;friends,,,family_relationships,,a person with whom one has a close or friendly relationship,person;relationship;friendship,enemy;foe,230,227,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
name,name,name;names,,,family_relationships;light_holy,,a label or title given to someone,title;label,,230,228,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
again,again,again,,,war_conflict,,"once more, or once again",repeat;do over;try again,never;not again,229,224,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
interrupt,interrupt,interrupt;interrupted,,,corruption_defilement_curse;law_oath_crime,,to stop or break into something that is happening,stop;break;interfere,,227,224,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.1,True
toward,toward,toward;towards,,,light_holy;travel_places,,in the direction of something or someone,direction;orientation,,226,221,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.4,True
chain,chain,chain;chained;chains,,,corruption_defilement_curse;forge_weapons_armor,,"a series of connected things, especially a series of metal links",link;connection;sequence,freedom;liberty,225,203,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
sha,sha,sha,,,pandaria_mists_celestials,,"a type of evil or malevolent spirit, often associated with darkness or chaos",evil;malevolent;darkness,good; benevolent,224,183,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
rage,rage,rage;rages,,,corruption_defilement_curse;emotion_morality,,a strong feeling of anger or hatred,fury;anger,,222,197,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
shard,shard,shard;shards,,,magic_artifacts_runes,,"a small piece or fragment of something, especially a magical object",piece;fragment,,221,208,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
note,note,note;notes,,,light_holy;trade_crafting,,written or recorded comments or observations,comments;observations;remarks,,220,217,3,BroadcastText;ItemSparse;JournalEncounterSection,0.6,True
seal,seal,seal;sealed;seals,,,corruption_defilement_curse;law_oath_crime,,a mark or sign used to authenticate or guarantee something,mark;sign;authentication,openness;transparency,220,216,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
want,want,want;wanted;wants,,,emotion_morality;light_holy,,to desire or wish for something,desire;wish,,219,214,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.1,True
path,path,path;paths,,,travel_places,,a route or course of travel,way;road,,217,211,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,0.0,True
give,give,give;gives,,,law_oath_crime;trade_crafting,,to provide or offer something to someone,offer;provide;bestow,take;steal,216,215,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
you're,you're,you're,,,family_relationships,,a contraction of ,contraction;related,,215,214,3,BroadcastText;ItemSparse;JournalEncounterSection,0.8,False
interest,interest,interest;interested;interesting,,,emotion_morality;light_holy;trade_crafting,,having a feeling of curiosity or concern about something,curious;concerned;inquisitive,uninterested;apathetic;indifferent,214,214,3,BroadcastText;ItemSparse;JournalEncounter,0.7,True
soul,soul,souls,,,shadowlands_soul_afterlife,,the spiritual or immaterial part of a person,spirit;soul;mind,body;flesh;material,213,190,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
fly,fly,flies;flying,,,travel_places,,moving through the air,soaring;gliding,,211,209,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
shadow,shadow,shadowed;shadows,,,void_old_gods_cosmic_horror,,dark areas or forms that are created by light and objects,darkness;light,,211,197,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
hope,hope,hope;hopes,,,emotion_morality,,"a feeling or expectation of a positive outcome, often in a way that is optimistic or encouraging",feeling;expectation;optimistic,despair;hopeless,210,203,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.6,True
ritual,ritual,ritual;rituals,,,ritual_religion,,a ceremony or practice with spiritual significance,ceremony;practice,,210,205,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,0.5,True
unleash,unleash,unleash;unleashed;unleashing,,,corruption_defilement_curse,,to release or set free a powerful force or energy,release;set;free,,208,202,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
aid,aid,aid;aided;aiding,,,war_conflict,,to assist or support someone,help;assist,,207,206,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.1,True
attempt,attempt,attempt;attempting;attempts,,,corruption_defilement_curse;emotion_morality;war_conflict,,an effort or try to do something,effort;strive;endeavor,give up;abandon;quit,207,203,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.6,True
fall,fall,fall;falling,,,death_mourning;war_conflict,,to drop or descend to a lower place,drop;descend;lower,rise;ascend,207,205,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
force,force,forces,,,war_conflict,,a group of people or things that are working together to achieve a goal,group;team;organization,individuals;separate;isolated,207,200,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
